CUST_CODE,LastPurshaceDate,Recency,Freqyency,Monetary,R_tertile,F_tertile,M_tertile,RFM_Score,segment_name
CUST0000882175,2007-11-21,228,1,0.03,1,3,3,133,Cannot Loose them
CUST0000882908,2007-10-23,257,1,1.16,1,3,3,133,Cannot Loose them
CUST0000883629,2008-06-30,6,3,4.95,3,2,2,322,potential Lotalist
CUST0000884144,2007-08-07,334,1,0.63,1,3,3,133,Cannot Loose them
CUST0000884311,2008-06-22,14,20,43.230000000000004,3,1,1,311,Recent customer
CUST0000884926,2008-07-06,0,24,29.89,3,1,1,311,Recent customer
CUST0000885185,2008-06-26,10,7,8.370000000000001,3,1,2,312,Recent customer
CUST0000885309,2008-03-29,99,3,3.15,2,2,2,222,Average
CUST0000885717,2008-07-06,0,19,38.52,3,1,1,311,Recent customer
CUST0000885891,2008-06-25,11,92,153.7,3,1,1,311,Recent customer
CUST0000886179,2008-04-06,91,1,5.16,2,3,2,232,Loyal
CUST0000886224,2008-06-10,26,29,47.15,2,1,1,211,About to sleep
CUST0000886714,2007-11-03,246,1,25.3,1,3,1,131,About to sleep
CUST0000886802,2008-04-18,79,5,11.18,2,2,1,221,About to sleep
CUST0000888511,2007-11-20,229,1,2.24,1,3,2,132,Cannot Loose them
CUST0000888794,2008-07-02,4,1,0.55,3,3,3,333,Campion
CUST0000889222,2007-09-16,294,6,13.01,1,2,1,121,About to sleep
CUST0000890061,2008-07-05,1,40,62.019999999999996,3,1,1,311,Recent customer
CUST0000890429,2008-06-01,35,3,2.63,2,2,2,222,Average
CUST0000890945,2007-11-19,230,1,0.78,1,3,3,133,Cannot Loose them
CUST0000891571,2008-06-15,21,20,40.019999999999996,3,1,1,311,Recent customer
CUST0000891916,2007-07-14,358,1,1.09,1,3,3,133,Cannot Loose them
CUST0000892494,2008-06-30,6,9,26.52,3,1,1,311,Recent customer
CUST0000892803,2008-05-31,36,4,4.03,2,2,2,222,Average
CUST0000892895,2008-03-21,107,1,0.96,2,3,3,233,Loyal
CUST0000893300,2008-05-20,47,2,1.34,2,2,3,223,potential Lotalist
CUST0000893334,2008-04-30,67,6,8.1,2,2,2,222,Average
CUST0000894284,2008-03-06,122,3,6.859999999999999,1,2,2,122,About to sleep
CUST0000894811,2007-10-23,257,1,2.18,1,3,2,132,Cannot Loose them
CUST0000895258,2008-06-29,7,16,23.66,3,1,1,311,Recent customer
CUST0000895459,2007-11-19,230,1,0.39,1,3,3,133,Cannot Loose them
CUST0000895635,2008-03-19,109,1,0.67,2,3,3,233,Loyal
CUST0000895686,2008-04-14,83,6,10.65,2,2,1,221,About to sleep
CUST0000896246,2008-06-27,9,4,7.199999999999999,3,2,2,322,potential Lotalist
CUST0000896285,2007-09-30,280,3,3.12,1,2,2,122,About to sleep
CUST0000896306,2008-07-03,3,26,42.06,3,1,1,311,Recent customer
CUST0000896914,2008-06-24,12,5,8.68,3,2,2,322,potential Lotalist
CUST0000896961,2008-04-15,82,1,0.53,2,3,3,233,Loyal
CUST0000896966,2008-06-16,20,9,26.91,3,1,1,311,Recent customer
CUST0000897241,2008-02-03,154,1,0.97,1,3,3,133,Cannot Loose them
CUST0000898638,2008-06-13,23,80,93.86,3,1,1,311,Recent customer
CUST0000899336,2008-06-08,28,10,22.28,2,1,1,211,About to sleep
CUST0000899358,2008-06-20,16,11,19.29,3,1,1,311,Recent customer
CUST0000899418,2008-06-23,13,30,47.12,3,1,1,311,Recent customer
CUST0000899822,2008-06-14,22,14,24.03,3,1,1,311,Recent customer
CUST0000899835,2008-07-05,1,73,175.25,3,1,1,311,Recent customer
CUST0000900749,2008-06-20,16,36,48.93,3,1,1,311,Recent customer
CUST0000901001,2007-09-10,300,1,0.56,1,3,3,133,Cannot Loose them
CUST0000901270,2008-05-12,55,1,1.01,2,3,3,233,Loyal
CUST0000901660,2008-05-18,49,1,0.96,2,3,3,233,Loyal
CUST0000902177,2008-06-22,14,13,60.019999999999996,3,1,1,311,Recent customer
CUST0000902434,2008-06-10,26,1,6.48,2,3,2,232,Loyal
CUST0000903806,2008-05-27,40,7,58.34,2,1,1,211,About to sleep
CUST0000903846,2008-06-18,18,12,22.95,3,1,1,311,Recent customer
CUST0000903937,2008-06-09,27,2,2.56,2,2,2,222,Average
CUST0000904289,2008-05-26,41,29,33.87,2,1,1,211,About to sleep
CUST0000904346,2008-05-28,39,3,11.620000000000001,2,2,1,221,About to sleep
CUST0000904510,2008-06-14,22,5,3.79,3,2,2,322,potential Lotalist
CUST0000905298,2008-06-15,21,1,3.84,3,3,2,332,Loyal
CUST0000905989,2008-04-30,67,1,0.94,2,3,3,233,Loyal
CUST0000906002,2008-05-13,54,4,4.53,2,2,2,222,Average
CUST0000906157,2008-06-29,7,53,102.3,3,1,1,311,Recent customer
CUST0000906450,2008-07-06,0,17,45.89,3,1,1,311,Recent customer
CUST0000906715,2008-04-02,95,2,1.3900000000000001,2,2,3,223,potential Lotalist
CUST0000906935,2008-05-18,49,6,9.31,2,2,2,222,Average
CUST0000906997,2008-05-31,36,11,32.32,2,1,1,211,About to sleep
CUST0000907325,2008-05-24,43,1,2.51,2,3,2,232,Loyal
CUST0000907710,2008-02-29,128,3,5.38,1,2,2,122,About to sleep
CUST0000908339,2008-01-08,180,2,1.09,1,2,3,123,Cannot Loose them
CUST0000909229,2008-04-08,89,5,11.64,2,2,1,221,About to sleep
CUST0000909859,2008-07-06,0,7,11.01,3,1,1,311,Recent customer
CUST0000911775,2008-07-06,0,2,13.11,3,2,1,321,Average
CUST0000911821,2008-06-21,15,1,0.3,3,3,3,333,Campion
CUST0000912102,2008-06-29,7,18,20.83,3,1,1,311,Recent customer
CUST0000912103,2008-06-10,26,2,20.67,2,2,1,221,About to sleep
CUST0000912899,2007-11-07,242,1,11.54,1,3,1,131,About to sleep
CUST0000912932,2008-07-04,2,1,2.72,3,3,2,332,Loyal
CUST0000913303,2008-06-12,24,3,7.630000000000001,2,2,2,222,Average
CUST0000913796,2008-07-02,4,11,10.49,3,1,1,311,Recent customer
CUST0000913977,2008-02-28,129,1,2.81,1,3,2,132,Cannot Loose them
CUST0000914076,2008-07-04,2,29,79.47,3,1,1,311,Recent customer
CUST0000914368,2008-04-19,78,5,5.49,2,2,2,222,Average
CUST0000914464,2008-06-23,13,28,42.59,3,1,1,311,Recent customer
CUST0000914468,2007-09-12,298,1,0.97,1,3,3,133,Cannot Loose them
CUST0000915203,2008-07-02,4,78,83.33,3,1,1,311,Recent customer
CUST0000915221,2008-06-10,26,10,11.56,2,1,1,211,About to sleep
CUST0000915462,2008-04-09,88,1,0.61,2,3,3,233,Loyal
CUST0000915596,2007-12-18,201,1,0.86,1,3,3,133,Cannot Loose them
CUST0000916190,2008-07-01,5,8,4.08,3,1,2,312,Recent customer
CUST0000916290,2008-05-28,39,2,0.64,2,2,3,223,potential Lotalist
CUST0000916315,2008-07-01,5,64,95.11,3,1,1,311,Recent customer
CUST0000916559,2007-07-21,351,1,0.31,1,3,3,133,Cannot Loose them
CUST0000916687,2008-07-03,3,37,74.03999999999999,3,1,1,311,Recent customer
CUST0000916905,2008-07-05,1,36,55.5,3,1,1,311,Recent customer
CUST0000917659,2008-06-14,22,15,20.35,3,1,1,311,Recent customer
CUST0000917977,2007-12-21,198,1,0.63,1,3,3,133,Cannot Loose them
CUST0000917992,2008-07-03,3,97,221.12,3,1,1,311,Recent customer
CUST0000920136,2008-03-12,116,5,7.98,1,2,2,122,About to sleep
CUST0000920258,2008-05-03,64,2,2.3899999999999997,2,2,2,222,Average
CUST0000921391,2008-05-19,48,1,0.35,2,3,3,233,Loyal
CUST0000921671,2007-07-23,349,1,1.21,1,3,3,133,Cannot Loose them
CUST0000921732,2008-03-27,101,1,1.54,2,3,3,233,Loyal
CUST0000922284,2008-05-20,47,6,9.1,2,2,2,222,Average
CUST0000922470,2008-06-27,9,10,19.04,3,1,1,311,Recent customer
CUST0000922838,2007-07-16,356,1,0.83,1,3,3,133,Cannot Loose them
CUST0000922989,2007-08-09,332,1,3.21,1,3,2,132,Cannot Loose them
CUST0000923199,2007-07-18,354,1,1.14,1,3,3,133,Cannot Loose them
CUST0000923296,2008-07-06,0,66,103.75999999999999,3,1,1,311,Recent customer
CUST0000923911,2008-06-13,23,8,8.129999999999999,3,1,2,312,Recent customer
CUST0000924249,2008-04-17,80,2,1.58,2,2,3,223,potential Lotalist
CUST0000924439,2007-09-17,293,1,0.54,1,3,3,133,Cannot Loose them
CUST0000924591,2008-06-24,12,18,31.45,3,1,1,311,Recent customer
CUST0000925041,2008-03-10,118,3,2.6500000000000004,1,2,2,122,About to sleep
CUST0000925425,2008-06-27,9,3,2.46,3,2,2,322,potential Lotalist
CUST0000925446,2007-08-06,335,1,1.54,1,3,3,133,Cannot Loose them
CUST0000925532,2008-03-03,125,1,4.72,1,3,2,132,Cannot Loose them
CUST0000925831,2008-06-30,6,32,48.7,3,1,1,311,Recent customer
CUST0000925856,2007-10-01,279,1,1.91,1,3,3,133,Cannot Loose them
CUST0000925937,2008-07-06,0,32,123.41,3,1,1,311,Recent customer
CUST0000927394,2008-03-17,111,5,7.34,1,2,2,122,About to sleep
CUST0000927485,2008-04-22,75,1,2.49,2,3,2,232,Loyal
CUST0000927621,2008-02-02,155,1,0.21,1,3,3,133,Cannot Loose them
CUST0000927807,2008-06-09,27,3,3.71,2,2,2,222,Average
CUST0000927898,2008-05-11,56,2,1.72,2,2,3,223,potential Lotalist
CUST0000927918,2008-04-15,82,2,1.24,2,2,3,223,potential Lotalist
CUST0000928030,2008-04-28,69,8,17.91,2,1,1,211,About to sleep
CUST0000930673,2008-05-22,45,8,11.99,2,1,1,211,About to sleep
CUST0000931557,2007-08-18,323,1,1.86,1,3,3,133,Cannot Loose them
CUST0000931908,2007-12-07,212,2,3.59,1,2,2,122,About to sleep
CUST0000932110,2008-03-01,127,2,3.52,1,2,2,122,About to sleep
CUST0000932232,2008-06-09,27,5,7.529999999999999,2,2,2,222,Average
CUST0000932687,2008-04-03,94,2,3.63,2,2,2,222,Average
CUST0000933236,2007-10-11,269,1,3.12,1,3,2,132,Cannot Loose them
CUST0000934360,2008-07-06,0,22,35.4,3,1,1,311,Recent customer
CUST0000934898,2008-07-03,3,26,53.01,3,1,1,311,Recent customer
CUST0000934969,2008-03-26,102,1,0.73,2,3,3,233,Loyal
CUST0000936026,2007-07-25,347,1,1.89,1,3,3,133,Cannot Loose them
CUST0000936051,2007-09-07,303,1,0.71,1,3,3,133,Cannot Loose them
CUST0000936813,2008-06-22,14,37,75.65,3,1,1,311,Recent customer
CUST0000937048,2008-03-02,126,2,1.71,1,2,3,123,Cannot Loose them
CUST0000937197,2008-06-17,19,18,30.97,3,1,1,311,Recent customer
CUST0000937338,2008-06-22,14,11,10.27,3,1,1,311,Recent customer
CUST0000937752,2008-01-08,180,1,0.75,1,3,3,133,Cannot Loose them
CUST0000937797,2008-03-24,104,4,3.3600000000000003,2,2,2,222,Average
CUST0000938246,2008-07-02,4,46,69.38,3,1,1,311,Recent customer
CUST0000938755,2008-06-25,11,10,15.58,3,1,1,311,Recent customer
CUST0000939563,2008-07-02,4,20,22.04,3,1,1,311,Recent customer
CUST0000939653,2008-07-02,4,30,151.04,3,1,1,311,Recent customer
CUST0000939853,2007-11-23,226,1,1.05,1,3,3,133,Cannot Loose them
CUST0000939957,2008-03-27,101,3,9.04,2,2,2,222,Average
CUST0000940241,2008-07-04,2,28,48.71,3,1,1,311,Recent customer
CUST0000940365,2007-08-20,321,1,1.37,1,3,3,133,Cannot Loose them
CUST0000940460,2007-09-14,296,1,0.52,1,3,3,133,Cannot Loose them
CUST0000940911,2007-08-01,340,1,1.79,1,3,3,133,Cannot Loose them
CUST0000941171,2008-06-25,11,9,17.88,3,1,1,311,Recent customer
CUST0000941639,2008-06-30,6,9,4.16,3,1,2,312,Recent customer
CUST0000942013,2008-05-28,39,3,9.26,2,2,2,222,Average
CUST0000942094,2008-03-26,102,1,9.71,2,3,2,232,Loyal
CUST0000942271,2007-07-10,362,1,1.25,1,3,3,133,Cannot Loose them
CUST0000942569,2008-05-27,40,1,0.47,2,3,3,233,Loyal
CUST0000942900,2007-12-27,192,4,6.14,1,2,2,122,About to sleep
CUST0000943599,2008-07-05,1,4,3.98,3,2,2,322,potential Lotalist
CUST0000943845,2008-06-25,11,36,84.53999999999999,3,1,1,311,Recent customer
CUST0000943970,2007-11-11,238,1,2.11,1,3,2,132,Cannot Loose them
CUST0000944007,2008-06-29,7,195,279.65,3,1,1,311,Recent customer
CUST0000944214,2008-06-26,10,2,10.780000000000001,3,2,1,321,Average
CUST0000944640,2008-04-11,86,1,1.19,2,3,3,233,Loyal
CUST0000945029,2007-09-29,281,2,1.64,1,2,3,123,Cannot Loose them
CUST0000946376,2008-03-21,107,4,4.69,2,2,2,222,Average
CUST0000946600,2008-03-27,101,1,1.28,2,3,3,233,Loyal
CUST0000947150,2008-03-23,105,1,0.64,2,3,3,233,Loyal
CUST0000947694,2008-03-06,122,6,16.09,1,2,1,121,About to sleep
CUST0000947916,2008-07-03,3,159,229.95,3,1,1,311,Recent customer
CUST0000949903,2008-06-26,10,1,2.04,3,3,2,332,Loyal
CUST0000950029,2008-06-18,18,12,28.369999999999997,3,1,1,311,Recent customer
CUST0000950079,2008-06-12,24,1,0.51,2,3,3,233,Loyal
CUST0000950431,2008-06-25,11,4,5.7,3,2,2,322,potential Lotalist
CUST0000950871,2007-12-01,218,1,10.99,1,3,1,131,About to sleep
CUST0000950882,2008-05-19,48,4,24.72,2,2,1,221,About to sleep
CUST0000951428,2008-04-09,88,2,2.77,2,2,2,222,Average
CUST0000952666,2008-06-29,7,33,59.71,3,1,1,311,Recent customer
CUST0000952910,2008-02-13,144,1,0.21,1,3,3,133,Cannot Loose them
CUST0000952913,2008-06-30,6,21,32.23,3,1,1,311,Recent customer
CUST0000953110,2007-12-04,215,2,3.1100000000000003,1,2,2,122,About to sleep
CUST0000953213,2008-02-29,128,7,7.59,1,1,2,112,About to sleep
CUST0000953474,2008-06-02,34,14,30.259999999999998,2,1,1,211,About to sleep
CUST0000953749,2008-07-05,1,48,105.49,3,1,1,311,Recent customer
CUST0000954528,2008-06-05,31,11,11.74,2,1,1,211,About to sleep
CUST0000954608,2008-06-19,17,3,1.5699999999999998,3,2,3,323,Loyal
CUST0000954808,2008-04-18,79,21,28.16,2,1,1,211,About to sleep
CUST0000954979,2007-12-15,204,3,2.71,1,2,2,122,About to sleep
CUST0000955060,2008-04-04,93,1,0.43,2,3,3,233,Loyal
CUST0000955466,2007-11-24,225,3,1.45,1,2,3,123,Cannot Loose them
CUST0000955560,2007-07-16,356,1,2.17,1,3,2,132,Cannot Loose them
CUST0000955566,2008-03-24,104,3,5.36,2,2,2,222,Average
CUST0000955841,2008-03-30,98,1,2.19,2,3,2,232,Loyal
CUST0000955923,2008-07-06,0,10,15.92,3,1,1,311,Recent customer
CUST0000956783,2008-02-22,135,3,2.2600000000000002,1,2,2,122,About to sleep
CUST0000957158,2008-07-03,3,105,230.60999999999999,3,1,1,311,Recent customer
CUST0000957189,2008-07-06,0,107,182.31,3,1,1,311,Recent customer
CUST0000957764,2008-05-23,44,1,0.12,2,3,3,233,Loyal
CUST0000958596,2008-06-11,25,3,6.47,2,2,2,222,Average
CUST0000958950,2008-06-23,13,1,1.26,3,3,3,333,Campion
CUST0000959198,2008-03-14,114,1,0.49,1,3,3,133,Cannot Loose them
CUST0000959897,2007-12-29,190,1,10.14,1,3,1,131,About to sleep
CUST0000960829,2008-07-01,5,34,51.22,3,1,1,311,Recent customer
CUST0000960984,2008-06-19,17,10,11.97,3,1,1,311,Recent customer
CUST0000961285,2008-06-23,13,18,13.95,3,1,1,311,Recent customer
CUST0000961479,2008-06-01,35,6,7.9399999999999995,2,2,2,222,Average
CUST0000961785,2008-01-25,163,3,4.08,1,2,2,122,About to sleep
CUST0000961918,2008-07-04,2,30,43.77,3,1,1,311,Recent customer
CUST0000961954,2007-09-22,288,1,0.35,1,3,3,133,Cannot Loose them
CUST0000962210,2008-06-18,18,8,6.66,3,1,2,312,Recent customer
CUST0000962700,2008-06-03,33,3,3.49,2,2,2,222,Average
CUST0000963056,2008-05-10,57,3,1.23,2,2,3,223,potential Lotalist
CUST0000963229,2008-06-08,28,17,30.16,2,1,1,211,About to sleep
CUST0000963611,2008-04-07,90,10,14.07,2,1,1,211,About to sleep
CUST0000964478,2008-03-30,98,2,1.04,2,2,3,223,potential Lotalist
CUST0000965365,2008-04-28,69,4,6.359999999999999,2,2,2,222,Average
CUST0000965885,2007-12-15,204,2,0.02,1,2,3,123,Cannot Loose them
CUST0000966436,2008-07-05,1,130,184.93,3,1,1,311,Recent customer
CUST0000969123,2008-06-29,7,7,11.13,3,1,1,311,Recent customer
CUST0000969554,2008-06-16,20,4,5.29,3,2,2,322,potential Lotalist
CUST0000969829,2008-06-27,9,13,24.08,3,1,1,311,Recent customer
CUST0000969981,2007-08-29,312,1,3.48,1,3,2,132,Cannot Loose them
CUST0000970221,2007-11-12,237,1,0.53,1,3,3,133,Cannot Loose them
CUST0000970442,2007-11-07,242,2,0.9500000000000001,1,2,3,123,Cannot Loose them
CUST0000970826,2008-06-28,8,22,27.54,3,1,1,311,Recent customer
CUST0000970853,2008-07-05,1,12,15.24,3,1,1,311,Recent customer
CUST0000970922,2008-07-04,2,5,25.37,3,2,1,321,Average
CUST0000971118,2008-05-27,40,1,0.3,2,3,3,233,Loyal
CUST0000971165,2008-05-25,42,8,14.18,2,1,1,211,About to sleep
CUST0000971332,2008-06-17,19,9,13.57,3,1,1,311,Recent customer
CUST0000971613,2008-05-02,65,4,4.24,2,2,2,222,Average
CUST0000972293,2007-09-17,293,1,3.14,1,3,2,132,Cannot Loose them
CUST0000972801,2008-06-14,22,10,16.02,3,1,1,311,Recent customer
CUST0000973033,2008-02-09,148,6,5.19,1,2,2,122,About to sleep
CUST0000973175,2008-07-06,0,22,31.65,3,1,1,311,Recent customer
CUST0000973206,2007-11-09,240,2,1.6099999999999999,1,2,3,123,Cannot Loose them
CUST0000974440,2008-05-02,65,1,0.95,2,3,3,233,Loyal
CUST0000974681,2008-06-22,14,20,47.11,3,1,1,311,Recent customer
CUST0000975249,2008-05-30,37,2,4.9799999999999995,2,2,2,222,Average
CUST0000975303,2008-05-16,51,2,1.34,2,2,3,223,potential Lotalist
CUST0000975635,2008-07-04,2,7,19.16,3,1,1,311,Recent customer
CUST0000975870,2008-05-16,51,7,8.66,2,1,2,212,About to sleep
CUST0000976487,2007-08-24,317,1,1.54,1,3,3,133,Cannot Loose them
CUST0000976654,2008-01-30,158,5,3.31,1,2,2,122,About to sleep
CUST0000978087,2008-05-28,39,2,4.26,2,2,2,222,Average
CUST0000978339,2008-06-29,7,18,46.74,3,1,1,311,Recent customer
CUST0000978405,2008-07-03,3,79,158.0,3,1,1,311,Recent customer
CUST0000978584,2007-12-03,216,3,8.16,1,2,2,122,About to sleep
CUST0000978608,2008-06-28,8,2,3.45,3,2,2,322,potential Lotalist
CUST0000978819,2007-08-17,324,1,0.47,1,3,3,133,Cannot Loose them
CUST0000979032,2008-01-13,175,1,1.63,1,3,3,133,Cannot Loose them
CUST0000979784,2007-12-31,188,1,0.39,1,3,3,133,Cannot Loose them
CUST0000979951,2007-10-16,264,1,0.81,1,3,3,133,Cannot Loose them
CUST0000980195,2008-05-14,53,5,5.88,2,2,2,222,Average
CUST0000980240,2008-03-27,101,2,2.59,2,2,2,222,Average
CUST0000980316,2007-08-11,330,1,0.66,1,3,3,133,Cannot Loose them
CUST0000980851,2008-05-16,51,3,0.66,2,2,3,223,potential Lotalist
CUST0000981425,2008-06-23,13,6,12.88,3,2,1,321,Average
CUST0000981616,2008-03-17,111,1,0.34,1,3,3,133,Cannot Loose them
CUST0000981735,2007-08-05,336,1,1.02,1,3,3,133,Cannot Loose them
CUST0000981831,2008-06-15,21,21,54.21,3,1,1,311,Recent customer
CUST0000982235,2008-06-30,6,12,24.24,3,1,1,311,Recent customer
CUST0000982265,2008-05-16,51,5,6.0,2,2,2,222,Average
CUST0000982534,2007-12-22,197,2,1.81,1,2,3,123,Cannot Loose them
CUST0000982838,2007-09-23,287,1,0.21,1,3,3,133,Cannot Loose them
CUST0000983382,2007-12-05,214,1,1.1,1,3,3,133,Cannot Loose them
CUST0000983531,2008-03-25,103,3,5.57,2,2,2,222,Average
CUST0000983560,2007-08-24,317,1,1.14,1,3,3,133,Cannot Loose them
CUST0000983772,2007-11-09,240,1,2.25,1,3,2,132,Cannot Loose them
CUST0000984029,2008-04-08,89,7,18.28,2,1,1,211,About to sleep
CUST0000984181,2008-06-30,6,14,22.63,3,1,1,311,Recent customer
CUST0000984259,2008-06-29,7,4,4.37,3,2,2,322,potential Lotalist
CUST0000985155,2008-07-03,3,3,4.03,3,2,2,322,potential Lotalist
CUST0000985195,2008-07-03,3,27,53.11,3,1,1,311,Recent customer
CUST0000985366,2008-05-03,64,3,5.550000000000001,2,2,2,222,Average
CUST0000986071,2008-02-17,140,4,4.09,1,2,2,122,About to sleep
CUST0000986278,2008-07-03,3,98,151.1,3,1,1,311,Recent customer
CUST0000986734,2008-07-06,0,239,389.52,3,1,1,311,Recent customer
CUST0000986882,2008-07-02,4,10,168.68,3,1,1,311,Recent customer
CUST0000986995,2008-06-01,35,1,2.91,2,3,2,232,Loyal
CUST0000987141,2008-06-16,20,22,18.96,3,1,1,311,Recent customer
CUST0000988001,2008-06-29,7,59,171.07,3,1,1,311,Recent customer
CUST0000988850,2008-06-12,24,12,17.14,2,1,1,211,About to sleep
CUST0000988934,2008-07-01,5,1,0.93,3,3,3,333,Campion
CUST0000989297,2008-06-28,8,5,10.0,3,2,2,322,potential Lotalist
CUST0000989319,2008-06-27,9,63,97.41,3,1,1,311,Recent customer
CUST0000989857,2008-04-27,70,1,0.54,2,3,3,233,Loyal
CUST0000990110,2007-11-18,231,1,0.53,1,3,3,133,Cannot Loose them
CUST0000990465,2008-07-04,2,40,57.839999999999996,3,1,1,311,Recent customer
CUST0000990699,2008-03-22,106,3,4.07,2,2,2,222,Average
CUST0000990964,2007-08-29,312,3,5.01,1,2,2,122,About to sleep
CUST0000991007,2008-02-19,138,1,10.02,1,3,1,131,About to sleep
CUST0000991096,2008-06-28,8,11,56.86,3,1,1,311,Recent customer
CUST0000991163,2008-03-11,117,2,1.08,1,2,3,123,Cannot Loose them
CUST0000991373,2007-08-25,316,3,4.24,1,2,2,122,About to sleep
CUST0000991675,2007-12-04,215,1,1.34,1,3,3,133,Cannot Loose them
CUST0000991865,2008-04-06,91,1,1.22,2,3,3,233,Loyal
CUST0000992085,2008-06-14,22,27,106.07000000000001,3,1,1,311,Recent customer
CUST0000992592,2008-02-20,137,1,2.03,1,3,3,133,Cannot Loose them
CUST0000992881,2007-08-11,330,1,0.51,1,3,3,133,Cannot Loose them
CUST0000993465,2008-06-27,9,12,23.52,3,1,1,311,Recent customer
CUST0000993879,2007-09-10,300,1,0.76,1,3,3,133,Cannot Loose them
CUST0000993893,2008-03-13,115,1,0.9,1,3,3,133,Cannot Loose them
CUST0000994038,2008-06-12,24,4,4.3,2,2,2,222,Average
CUST0000994400,2008-01-25,163,1,1.73,1,3,3,133,Cannot Loose them
CUST0000994485,2007-10-27,253,1,0.73,1,3,3,133,Cannot Loose them
CUST0000994908,2007-07-09,363,1,0.23,1,3,3,133,Cannot Loose them
CUST0000995077,2008-06-05,31,6,10.870000000000001,2,2,1,221,About to sleep
CUST0000995115,2008-07-02,4,73,157.10999999999999,3,1,1,311,Recent customer
CUST0000995305,2008-06-27,9,33,40.82,3,1,1,311,Recent customer
CUST0000995409,2007-08-20,321,1,0.51,1,3,3,133,Cannot Loose them
CUST0000996042,2008-06-01,35,2,1.98,2,2,3,223,potential Lotalist
CUST0000996753,2008-07-01,5,38,67.11,3,1,1,311,Recent customer
CUST0000996878,2008-07-03,3,68,73.42999999999999,3,1,1,311,Recent customer
CUST0000997078,2007-07-25,347,1,0.28,1,3,3,133,Cannot Loose them
CUST0000997122,2008-07-02,4,80,112.59,3,1,1,311,Recent customer
CUST0000997461,2007-08-20,321,1,0.97,1,3,3,133,Cannot Loose them
CUST0000997577,2008-05-26,41,5,4.9,2,2,2,222,Average
CUST0000997635,2008-06-29,7,28,65.05,3,1,1,311,Recent customer
CUST0000998052,2008-05-22,45,3,26.43,2,2,1,221,About to sleep
CUST0000998450,2008-04-08,89,1,17.82,2,3,1,231,Average
CUST0000998703,2008-05-23,44,2,1.7,2,2,3,223,potential Lotalist
CUST0000999024,2008-06-03,33,13,34.35,2,1,1,211,About to sleep
CUST0000999439,2008-07-05,1,5,18.009999999999998,3,2,1,321,Average
CUST0000999593,2008-04-02,95,11,16.45,2,1,1,211,About to sleep
CUST0000999935,2008-06-05,31,7,14.72,2,1,1,211,About to sleep
CUST0000999936,2008-04-17,80,2,2.2199999999999998,2,2,2,222,Average
